task_id,method,model,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,total_tokens
file_summary_004,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_005,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3299
file_section_006,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3304
file_summary_007,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_008,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_009,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
file_summary_010,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3243
file_extract_011,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3299
file_section_012,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
file_summary_013,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_014,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_015,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3304
file_summary_016,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3243
file_extract_017,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_018,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
file_summary_019,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_020,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3299
file_section_021,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3304
file_summary_022,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_023,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_024,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
file_summary_025,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3243
file_extract_026,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3299
file_section_027,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
file_summary_028,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3234
file_extract_029,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_030,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3304
file_summary_031,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3243
file_extract_032,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3290
file_section_033,cmtf,us.amazon.nova-2-lite-v1:0,True,3,0,0,1.0,3295
calendar_move_000,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13513
calendar_summarize_001,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20245
calendar_invite_002,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40537
calendar_move_003,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13521
calendar_summarize_004,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,100.0,40511
calendar_invite_005,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40539
calendar_move_006,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13510
calendar_summarize_007,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20243
calendar_invite_008,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40538
calendar_move_009,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13512
calendar_summarize_010,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,100.0,40509
calendar_invite_011,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40538
calendar_move_012,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13512
calendar_summarize_013,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,6,4,0,100.0,40516
calendar_invite_014,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40539
calendar_move_015,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13513
calendar_summarize_016,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,100.0,40509
calendar_invite_017,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40538
calendar_move_018,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13522
calendar_summarize_019,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,100.0,40511
calendar_invite_020,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40537
calendar_move_021,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13510
calendar_summarize_022,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,4,2,0,100.0,27004
calendar_invite_023,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40538
calendar_move_024,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13512
calendar_summarize_025,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20243
calendar_invite_026,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40538
calendar_move_027,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13512
calendar_summarize_028,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20245
calendar_invite_029,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40537
calendar_move_030,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13513
calendar_summarize_031,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20247
calendar_invite_032,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,100.0,40537
calendar_move_033,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,100.0,13519
email_draft_000,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20298
email_summarize_001,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20229
email_deadline_002,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20251
email_draft_003,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20311
email_summarize_004,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20232
email_deadline_005,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20238
email_draft_006,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20297
email_summarize_007,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20245
email_deadline_008,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20247
email_draft_009,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20298
email_summarize_010,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20230
email_deadline_011,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20237
email_draft_012,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20319
email_summarize_013,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20239
email_deadline_014,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20238
email_draft_015,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20298
email_summarize_016,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20231
email_deadline_017,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20250
email_draft_018,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20311
email_summarize_019,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20234
email_deadline_020,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20238
email_draft_021,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20297
email_summarize_022,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20246
email_deadline_023,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20247
email_draft_024,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20298
email_summarize_025,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20230
email_deadline_026,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20237
email_draft_027,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20319
email_summarize_028,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20239
email_deadline_029,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20237
email_draft_030,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20298
email_summarize_031,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20229
email_deadline_032,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20250
email_draft_033,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20311
file_section_000,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20261
file_summary_001,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,100.0,40415
file_extract_002,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13487
file_section_003,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20250
file_summary_004,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,4,4,0,100.0,26944
file_extract_005,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13492
file_section_006,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20261
file_summary_007,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,100.0,40393
file_extract_008,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13487
file_section_009,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20253
file_summary_010,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20219
file_extract_011,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13492
file_section_012,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20250
file_summary_013,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,5,5,0,100.0,33678
file_extract_014,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13487
file_section_015,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20261
file_summary_016,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20219
file_extract_017,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13489
file_section_018,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20252
file_summary_019,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20211
file_extract_020,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13492
file_section_021,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20261
file_summary_022,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,4,4,0,100.0,26943
file_extract_023,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13487
file_section_024,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20252
file_summary_025,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20219
file_extract_026,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13492
file_section_027,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20250
file_summary_028,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20210
file_extract_029,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,100.0,13487
file_section_030,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20261
file_summary_031,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,100.0,20221
file_extract_032,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20249
file_section_033,all_tools,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,100.0,20252
calendar_move_000,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2717
calendar_summarize_001,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8040
calendar_invite_002,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8149
calendar_move_003,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2722
calendar_summarize_004,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8042
calendar_invite_005,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8150
calendar_move_006,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2715
calendar_summarize_007,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8044
calendar_invite_008,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8150
calendar_move_009,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2715
calendar_summarize_010,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,7988
calendar_invite_011,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8149
calendar_move_012,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,5.0,1342
calendar_summarize_013,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8027
calendar_invite_014,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8154
calendar_move_015,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2715
calendar_summarize_016,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,7988
calendar_invite_017,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8149
calendar_move_018,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2724
calendar_summarize_019,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8042
calendar_invite_020,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8151
calendar_move_021,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2715
calendar_summarize_022,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,7988
calendar_invite_023,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2718
calendar_move_024,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2717
calendar_summarize_025,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,7988
calendar_invite_026,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8154
calendar_move_027,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,5.0,1342
calendar_summarize_028,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8042
calendar_invite_029,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,2,0,5.0,4075
calendar_move_030,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2717
calendar_summarize_031,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,7988
calendar_invite_032,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,5.0,8149
calendar_move_033,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,0,0,5.0,2722
email_draft_000,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8106
email_summarize_001,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3916
email_deadline_002,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3945
email_draft_003,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4051
email_summarize_004,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3916
email_deadline_005,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3932
email_draft_006,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4038
email_summarize_007,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,7895
email_deadline_008,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3940
email_draft_009,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8063
email_summarize_010,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3921
email_deadline_011,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3930
email_draft_012,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4061
email_summarize_013,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3928
email_deadline_014,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3928
email_draft_015,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8068
email_summarize_016,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3918
email_deadline_017,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3943
email_draft_018,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4051
email_summarize_019,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3914
email_deadline_020,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3931
email_draft_021,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4037
email_summarize_022,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3934
email_deadline_023,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3938
email_draft_024,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8073
email_summarize_025,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3919
email_deadline_026,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3930
email_draft_027,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4061
email_summarize_028,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,6,4,0,5.0,7885
email_deadline_029,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3930
email_draft_030,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,5.0,8072
email_summarize_031,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,3918
email_deadline_032,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3943
email_draft_033,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,0,0,5.0,4051
file_section_000,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3938
file_summary_001,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7578
file_extract_002,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7790
file_section_003,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3913
file_summary_004,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7564
file_extract_005,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7822
file_section_006,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3923
file_summary_007,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7568
file_extract_008,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7802
file_section_009,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3911
file_summary_010,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7590
file_extract_011,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7812
file_section_012,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3913
file_summary_013,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7568
file_extract_014,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,6,6,0,5.0,7831
file_section_015,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3936
file_summary_016,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7576
file_extract_017,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7790
file_section_018,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3912
file_summary_019,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7564
file_extract_020,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7818
file_section_021,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3924
file_summary_022,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7562
file_extract_023,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7794
file_section_024,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3910
file_summary_025,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7586
file_extract_026,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7810
file_section_027,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3910
file_summary_028,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7568
file_extract_029,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3931
file_section_030,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3937
file_summary_031,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7579
file_extract_032,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,6,0,5.0,7802
file_section_033,keyword_top_5,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,5.0,3914
calendar_move_000,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1675
calendar_summarize_001,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,10.0,3196
calendar_invite_002,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9846
calendar_move_003,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1675
calendar_summarize_004,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,10.0,9703
calendar_invite_005,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9845
calendar_move_006,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1671
calendar_summarize_007,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,2,1,0,10.0,3196
calendar_invite_008,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9844
calendar_move_009,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1672
calendar_summarize_010,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,3,1,0,10.0,4820
calendar_invite_011,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9845
calendar_move_012,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1672
calendar_summarize_013,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9699
calendar_invite_014,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9845
calendar_move_015,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1675
calendar_summarize_016,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,10.0,9705
calendar_invite_017,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9846
calendar_move_018,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1676
calendar_summarize_019,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,4,0,10.0,9703
calendar_invite_020,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,False,6,5,0,10.0,9843
calendar_move_021,keyword_top_10,us.amazon.nova-2-pro-preview-20251202-v1:0,True,1,1,1,10.0,1671
